student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,1,62.44
1001,Ben Murphy,student1001@mumail.ie,1,50.91
1002,Megan McCarthy,student1002@mumail.ie,1,68.89
1003,Darragh McCarthy,student1003@mumail.ie,1,0.0
1004,Megan Sheehan,student1004@mumail.ie,1,87.24
1005,Darragh Kennedy,student1005@mumail.ie,1,60.71
1006,Kate Doyle,student1006@mumail.ie,1,69.86
1007,Aaron Sheehan,student1007@mumail.ie,1,93.65
1008,Michael Ryan,student1008@mumail.ie,1,0.0
1009,Ciara Byrne,student1009@mumail.ie,1,63.57
1010,Aaron Boyle,student1010@mumail.ie,1,78.02
1011,Kate Kelly,student1011@mumail.ie,1,55.25
1012,Adam McMahon,student1012@mumail.ie,1,75.04
1013,Ben Kelly,student1013@mumail.ie,1,76.79
1014,Ciara Quinn,student1014@mumail.ie,1,0.0
1015,Ciara Sheehan,student1015@mumail.ie,1,70.79
1016,Kate Walsh,student1016@mumail.ie,1,69.84
1017,Megan Doyle,student1017@mumail.ie,1,0.0
1018,Darragh Walsh,student1018@mumail.ie,1,43.65
1019,Abdula McMahon,student1019@mumail.ie,1,81.21
1020,Darragh Ryan,student1020@mumail.ie,1,77.01
1021,Alex McMahon,student1021@mumail.ie,1,59.28
1022,Adam Moran,student1022@mumail.ie,1,75.22
1023,Abdula Boyle,student1023@mumail.ie,1,30.81
1024,Megan Doyle,student1024@mumail.ie,1,0.0
1025,Darragh Doyle,student1025@mumail.ie,1,73.68
1026,Darragh Moran,student1026@mumail.ie,1,65.52
1027,Aaron Kelly,student1027@mumail.ie,1,98.93
1028,Michael Walsh,student1028@mumail.ie,1,33.44
1029,Abdula Murphy,student1029@mumail.ie,1,56.61
1030,Abdula Murphy,student1030@mumail.ie,1,54.07
1031,Leo Quinn,student1031@mumail.ie,1,82.47
1032,Ciara Boyle,student1032@mumail.ie,1,64.36
1033,Aaliyah Doyle,student1033@mumail.ie,1,97.45
1034,Killian Kennedy,student1034@mumail.ie,1,67.28
1035,Aaron McMahon,student1035@mumail.ie,1,58.71
1036,Aaron McCarthy,student1036@mumail.ie,1,0.0
1037,Adam Sheehan,student1037@mumail.ie,1,97.89
1038,Adam Byrne,student1038@mumail.ie,1,80.4
1039,Aaron Walsh,student1039@mumail.ie,1,84.78
1040,Ciara Doyle,student1040@mumail.ie,1,50.78
1041,Megan Boyle,student1041@mumail.ie,1,63.7
1042,Adam Quinn,student1042@mumail.ie,1,0.0
1043,Ciara Murphy,student1043@mumail.ie,1,63.37
1044,Aaron Smith,student1044@mumail.ie,1,0.0
1045,Megan Sheehan,student1045@mumail.ie,1,71.68
1046,Ben Quinn,student1046@mumail.ie,1,78.18
1047,Megan Boyle,student1047@mumail.ie,1,76.49
1048,Aaron Walsh,student1048@mumail.ie,1,0.0
1049,Aaron McCarthy,student1049@mumail.ie,1,55.59
1050,Megan Doyle,student1050@mumail.ie,1,65.18
1051,Conor McCarthy,student1051@mumail.ie,1,60.36
1052,Killian Sheehan,student1052@mumail.ie,1,77.45
1053,Kate Moran,student1053@mumail.ie,1,82.93
1054,Conor Sheehan,student1054@mumail.ie,1,58.45
1055,Aaliyah McCarthy,student1055@mumail.ie,1,55.12
1056,Killian McCarthy,student1056@mumail.ie,1,64.28
1057,Michael McMahon,student1057@mumail.ie,1,0.0
1058,Darragh Doyle,student1058@mumail.ie,1,79.5
1059,Leo Ryan,student1059@mumail.ie,1,51.28
1060,Alex McMahon,student1060@mumail.ie,1,41.38
1061,Darragh McMahon,student1061@mumail.ie,1,34.55
1062,Leo McCarthy,student1062@mumail.ie,1,67.37
1063,Michael Sheehan,student1063@mumail.ie,1,49.83
1064,Kate Quinn,student1064@mumail.ie,1,78.21
1065,Alex Byrne,student1065@mumail.ie,1,45.16
1066,Michael Sheehan,student1066@mumail.ie,1,59.41
1067,Megan Quinn,student1067@mumail.ie,1,65.62
1068,Megan Smith,student1068@mumail.ie,1,68.59
1069,Ciara Kelly,student1069@mumail.ie,1,81.1
1070,Conor Walsh,student1070@mumail.ie,1,43.23
1071,Darragh Murphy,student1071@mumail.ie,1,53.83
1072,Aaliyah Sheehan,student1072@mumail.ie,1,72.66
1073,Alex Doyle,student1073@mumail.ie,1,85.68
1074,Killian Walsh,student1074@mumail.ie,1,47.68
1075,Aaron Walsh,student1075@mumail.ie,1,32.11
1076,Michael Sheehan,student1076@mumail.ie,1,76.73
1077,Adam Smith,student1077@mumail.ie,1,43.35
1078,Megan Walsh,student1078@mumail.ie,1,53.2
1079,Adam Quinn,student1079@mumail.ie,1,72.56
1080,Leo McMahon,student1080@mumail.ie,1,63.86
1081,Conor Kennedy,student1081@mumail.ie,1,51.65
1082,Darragh Kelly,student1082@mumail.ie,1,67.08
1083,Adam Doyle,student1083@mumail.ie,1,80.82
1084,Megan Ryan,student1084@mumail.ie,1,87.05
1085,Megan Kelly,student1085@mumail.ie,1,68.82
1086,Aaliyah Murphy,student1086@mumail.ie,1,82.62
1087,Megan McCarthy,student1087@mumail.ie,1,0.0
1088,Michael Kennedy,student1088@mumail.ie,1,80.13
1089,Aaron McCarthy,student1089@mumail.ie,1,0.0
1090,Darragh Ryan,student1090@mumail.ie,1,66.93
1091,Conor Doyle,student1091@mumail.ie,1,0.0
1092,Kate Kennedy,student1092@mumail.ie,1,66.52
1093,Kate Murphy,student1093@mumail.ie,1,0.0
1094,Abdula Walsh,student1094@mumail.ie,1,65.39
1095,Ciara Ryan,student1095@mumail.ie,1,73.88
1096,Alex Kennedy,student1096@mumail.ie,1,65.96
1097,Killian Smith,student1097@mumail.ie,1,0.0
1098,Adam Moran,student1098@mumail.ie,1,48.02
1099,Michael Moran,student1099@mumail.ie,1,75.66
