student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,3,0.0
1001,Ben Murphy,student1001@mumail.ie,3,58.02
1002,Megan McCarthy,student1002@mumail.ie,3,91.25
1003,Darragh McCarthy,student1003@mumail.ie,3,64.28
1004,Megan Sheehan,student1004@mumail.ie,3,59.35
1005,Darragh Kennedy,student1005@mumail.ie,3,86.48
1006,Kate Doyle,student1006@mumail.ie,3,86.77
1007,Aaron Sheehan,student1007@mumail.ie,3,69.99
1008,Michael Ryan,student1008@mumail.ie,3,87.11
1009,Ciara Byrne,student1009@mumail.ie,3,66.74
1010,Aaron Boyle,student1010@mumail.ie,3,66.37
1011,Kate Kelly,student1011@mumail.ie,3,71.31
1012,Adam McMahon,student1012@mumail.ie,3,49.12
1013,Ben Kelly,student1013@mumail.ie,3,32.41
1014,Ciara Quinn,student1014@mumail.ie,3,34.57
1015,Ciara Sheehan,student1015@mumail.ie,3,63.5
1016,Kate Walsh,student1016@mumail.ie,3,66.62
1017,Megan Doyle,student1017@mumail.ie,3,74.07
1018,Darragh Walsh,student1018@mumail.ie,3,79.82
1019,Abdula McMahon,student1019@mumail.ie,3,79.72
1020,Darragh Ryan,student1020@mumail.ie,3,68.63
1021,Alex McMahon,student1021@mumail.ie,3,70.62
1022,Adam Moran,student1022@mumail.ie,3,42.64
1023,Abdula Boyle,student1023@mumail.ie,3,0.0
1024,Megan Doyle,student1024@mumail.ie,3,0.0
1025,Darragh Doyle,student1025@mumail.ie,3,0.0
1026,Darragh Moran,student1026@mumail.ie,3,59.67
1027,Aaron Kelly,student1027@mumail.ie,3,0.0
1028,Michael Walsh,student1028@mumail.ie,3,40.84
1029,Abdula Murphy,student1029@mumail.ie,3,63.34
1030,Abdula Murphy,student1030@mumail.ie,3,43.93
1031,Leo Quinn,student1031@mumail.ie,3,72.92
1032,Ciara Boyle,student1032@mumail.ie,3,94.19
1033,Aaliyah Doyle,student1033@mumail.ie,3,81.32
1034,Killian Kennedy,student1034@mumail.ie,3,53.82
1035,Aaron McMahon,student1035@mumail.ie,3,60.49
1036,Aaron McCarthy,student1036@mumail.ie,3,95.97
1037,Adam Sheehan,student1037@mumail.ie,3,50.96
1038,Adam Byrne,student1038@mumail.ie,3,81.85
1039,Aaron Walsh,student1039@mumail.ie,3,74.26
1040,Ciara Doyle,student1040@mumail.ie,3,83.07
1041,Megan Boyle,student1041@mumail.ie,3,57.67
1042,Adam Quinn,student1042@mumail.ie,3,0.0
1043,Ciara Murphy,student1043@mumail.ie,3,64.77
1044,Aaron Smith,student1044@mumail.ie,3,77.77
1045,Megan Sheehan,student1045@mumail.ie,3,50.94
1046,Ben Quinn,student1046@mumail.ie,3,50.4
1047,Megan Boyle,student1047@mumail.ie,3,69.55
1048,Aaron Walsh,student1048@mumail.ie,3,69.49
1049,Aaron McCarthy,student1049@mumail.ie,3,54.3
1050,Megan Doyle,student1050@mumail.ie,3,57.28
1051,Conor McCarthy,student1051@mumail.ie,3,61.58
1052,Killian Sheehan,student1052@mumail.ie,3,57.84
1053,Kate Moran,student1053@mumail.ie,3,66.71
1054,Conor Sheehan,student1054@mumail.ie,3,81.53
1055,Aaliyah McCarthy,student1055@mumail.ie,3,79.45
1056,Killian McCarthy,student1056@mumail.ie,3,49.86
