student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,8,57.88
1001,Ben Murphy,student1001@mumail.ie,8,0.0
1002,Megan McCarthy,student1002@mumail.ie,8,90.11
1003,Darragh McCarthy,student1003@mumail.ie,8,80.53
1004,Megan Sheehan,student1004@mumail.ie,8,67.02
1005,Darragh Kennedy,student1005@mumail.ie,8,69.98
1006,Kate Doyle,student1006@mumail.ie,8,25.03
1007,Aaron Sheehan,student1007@mumail.ie,8,49.54
1008,Michael Ryan,student1008@mumail.ie,8,74.2
1009,Ciara Byrne,student1009@mumail.ie,8,59.62
1010,Aaron Boyle,student1010@mumail.ie,8,62.59
1011,Kate Kelly,student1011@mumail.ie,8,73.55
1012,Adam McMahon,student1012@mumail.ie,8,67.56
1013,Ben Kelly,student1013@mumail.ie,8,69.96
1014,Ciara Quinn,student1014@mumail.ie,8,0.0
1015,Ciara Sheehan,student1015@mumail.ie,8,74.26
1016,Kate Walsh,student1016@mumail.ie,8,47.48
1017,Megan Doyle,student1017@mumail.ie,8,72.53
1018,Darragh Walsh,student1018@mumail.ie,8,0.0
1019,Abdula McMahon,student1019@mumail.ie,8,59.86
1020,Darragh Ryan,student1020@mumail.ie,8,49.72
1021,Alex McMahon,student1021@mumail.ie,8,75.0
1022,Adam Moran,student1022@mumail.ie,8,38.95
1023,Abdula Boyle,student1023@mumail.ie,8,64.07
1024,Megan Doyle,student1024@mumail.ie,8,67.79
1025,Darragh Doyle,student1025@mumail.ie,8,52.46
1026,Darragh Moran,student1026@mumail.ie,8,43.18
1027,Aaron Kelly,student1027@mumail.ie,8,55.34
1028,Michael Walsh,student1028@mumail.ie,8,100.0
1029,Abdula Murphy,student1029@mumail.ie,8,70.61
1030,Abdula Murphy,student1030@mumail.ie,8,34.59
1031,Leo Quinn,student1031@mumail.ie,8,79.25
1032,Ciara Boyle,student1032@mumail.ie,8,53.25
1033,Aaliyah Doyle,student1033@mumail.ie,8,65.5
1034,Killian Kennedy,student1034@mumail.ie,8,81.95
1035,Aaron McMahon,student1035@mumail.ie,8,97.15
1036,Aaron McCarthy,student1036@mumail.ie,8,94.68
1037,Adam Sheehan,student1037@mumail.ie,8,56.84
1038,Adam Byrne,student1038@mumail.ie,8,70.37
1039,Aaron Walsh,student1039@mumail.ie,8,66.68
1040,Ciara Doyle,student1040@mumail.ie,8,60.19
1041,Megan Boyle,student1041@mumail.ie,8,73.84
1042,Adam Quinn,student1042@mumail.ie,8,0.0
1043,Ciara Murphy,student1043@mumail.ie,8,89.11
1044,Aaron Smith,student1044@mumail.ie,8,0.0
1045,Megan Sheehan,student1045@mumail.ie,8,40.45
1046,Ben Quinn,student1046@mumail.ie,8,56.19
1047,Megan Boyle,student1047@mumail.ie,8,71.94
1048,Aaron Walsh,student1048@mumail.ie,8,59.95
1049,Aaron McCarthy,student1049@mumail.ie,8,72.92
1050,Megan Doyle,student1050@mumail.ie,8,83.75
1051,Conor McCarthy,student1051@mumail.ie,8,59.41
1052,Killian Sheehan,student1052@mumail.ie,8,75.06
1053,Kate Moran,student1053@mumail.ie,8,51.32
1054,Conor Sheehan,student1054@mumail.ie,8,57.08
1055,Aaliyah McCarthy,student1055@mumail.ie,8,87.13
1056,Killian McCarthy,student1056@mumail.ie,8,74.3
1057,Michael McMahon,student1057@mumail.ie,8,0.0
1058,Darragh Doyle,student1058@mumail.ie,8,59.26
1059,Leo Ryan,student1059@mumail.ie,8,44.44
1060,Alex McMahon,student1060@mumail.ie,8,59.65
1061,Darragh McMahon,student1061@mumail.ie,8,56.9
1062,Leo McCarthy,student1062@mumail.ie,8,67.03
1063,Michael Sheehan,student1063@mumail.ie,8,0.0
1064,Kate Quinn,student1064@mumail.ie,8,36.04
1065,Alex Byrne,student1065@mumail.ie,8,43.06
1066,Michael Sheehan,student1066@mumail.ie,8,59.53
1067,Megan Quinn,student1067@mumail.ie,8,75.55
1068,Megan Smith,student1068@mumail.ie,8,0.0
1069,Ciara Kelly,student1069@mumail.ie,8,28.58
1070,Conor Walsh,student1070@mumail.ie,8,58.52
1071,Darragh Murphy,student1071@mumail.ie,8,98.74
1072,Aaliyah Sheehan,student1072@mumail.ie,8,45.83
1073,Alex Doyle,student1073@mumail.ie,8,58.88
1074,Killian Walsh,student1074@mumail.ie,8,73.06
1075,Aaron Walsh,student1075@mumail.ie,8,59.02
1076,Michael Sheehan,student1076@mumail.ie,8,64.41
