student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,2,0.0
1001,Ben Murphy,student1001@mumail.ie,2,74.61
1002,Megan McCarthy,student1002@mumail.ie,2,57.74
1003,Darragh McCarthy,student1003@mumail.ie,2,74.35
1004,Megan Sheehan,student1004@mumail.ie,2,70.87
1005,Darragh Kennedy,student1005@mumail.ie,2,37.2
1006,Kate Doyle,student1006@mumail.ie,2,67.45
1007,Aaron Sheehan,student1007@mumail.ie,2,67.1
1008,Michael Ryan,student1008@mumail.ie,2,65.73
1009,Ciara Byrne,student1009@mumail.ie,2,62.3
1010,Aaron Boyle,student1010@mumail.ie,2,100.0
1011,Kate Kelly,student1011@mumail.ie,2,76.1
1012,Adam McMahon,student1012@mumail.ie,2,0.0
1013,Ben Kelly,student1013@mumail.ie,2,54.58
1014,Ciara Quinn,student1014@mumail.ie,2,49.33
1015,Ciara Sheehan,student1015@mumail.ie,2,57.55
1016,Kate Walsh,student1016@mumail.ie,2,42.9
1017,Megan Doyle,student1017@mumail.ie,2,61.1
1018,Darragh Walsh,student1018@mumail.ie,2,72.85
1019,Abdula McMahon,student1019@mumail.ie,2,100.0
1020,Darragh Ryan,student1020@mumail.ie,2,0.0
1021,Alex McMahon,student1021@mumail.ie,2,77.21
1022,Adam Moran,student1022@mumail.ie,2,67.74
1023,Abdula Boyle,student1023@mumail.ie,2,43.07
1024,Megan Doyle,student1024@mumail.ie,2,87.38
1025,Darragh Doyle,student1025@mumail.ie,2,79.01
1026,Darragh Moran,student1026@mumail.ie,2,48.72
1027,Aaron Kelly,student1027@mumail.ie,2,45.11
1028,Michael Walsh,student1028@mumail.ie,2,62.02
1029,Abdula Murphy,student1029@mumail.ie,2,46.66
1030,Abdula Murphy,student1030@mumail.ie,2,47.41
1031,Leo Quinn,student1031@mumail.ie,2,90.56
1032,Ciara Boyle,student1032@mumail.ie,2,54.7
1033,Aaliyah Doyle,student1033@mumail.ie,2,66.9
1034,Killian Kennedy,student1034@mumail.ie,2,0.0
1035,Aaron McMahon,student1035@mumail.ie,2,67.34
1036,Aaron McCarthy,student1036@mumail.ie,2,36.78
1037,Adam Sheehan,student1037@mumail.ie,2,64.86
1038,Adam Byrne,student1038@mumail.ie,2,52.63
1039,Aaron Walsh,student1039@mumail.ie,2,63.06
1040,Ciara Doyle,student1040@mumail.ie,2,79.88
1041,Megan Boyle,student1041@mumail.ie,2,96.46
1042,Adam Quinn,student1042@mumail.ie,2,28.19
1043,Ciara Murphy,student1043@mumail.ie,2,56.33
1044,Aaron Smith,student1044@mumail.ie,2,70.88
1045,Megan Sheehan,student1045@mumail.ie,2,80.09
1046,Ben Quinn,student1046@mumail.ie,2,75.62
1047,Megan Boyle,student1047@mumail.ie,2,55.78
1048,Aaron Walsh,student1048@mumail.ie,2,48.78
1049,Aaron McCarthy,student1049@mumail.ie,2,56.96
1050,Megan Doyle,student1050@mumail.ie,2,65.56
1051,Conor McCarthy,student1051@mumail.ie,2,48.71
1052,Killian Sheehan,student1052@mumail.ie,2,66.12
1053,Kate Moran,student1053@mumail.ie,2,60.94
1054,Conor Sheehan,student1054@mumail.ie,2,74.42
1055,Aaliyah McCarthy,student1055@mumail.ie,2,75.95
1056,Killian McCarthy,student1056@mumail.ie,2,0.0
1057,Michael McMahon,student1057@mumail.ie,2,54.28
1058,Darragh Doyle,student1058@mumail.ie,2,63.26
1059,Leo Ryan,student1059@mumail.ie,2,74.46
1060,Alex McMahon,student1060@mumail.ie,2,74.54
1061,Darragh McMahon,student1061@mumail.ie,2,0.0
1062,Leo McCarthy,student1062@mumail.ie,2,44.09
1063,Michael Sheehan,student1063@mumail.ie,2,54.08
1064,Kate Quinn,student1064@mumail.ie,2,69.13
1065,Alex Byrne,student1065@mumail.ie,2,77.47
1066,Michael Sheehan,student1066@mumail.ie,2,42.83
1067,Megan Quinn,student1067@mumail.ie,2,0.0
1068,Megan Smith,student1068@mumail.ie,2,59.99
1069,Ciara Kelly,student1069@mumail.ie,2,70.26
1070,Conor Walsh,student1070@mumail.ie,2,49.16
1071,Darragh Murphy,student1071@mumail.ie,2,67.46
1072,Aaliyah Sheehan,student1072@mumail.ie,2,0.0
1073,Alex Doyle,student1073@mumail.ie,2,71.19
1074,Killian Walsh,student1074@mumail.ie,2,74.42
1075,Aaron Walsh,student1075@mumail.ie,2,0.0
1076,Michael Sheehan,student1076@mumail.ie,2,41.84
1077,Adam Smith,student1077@mumail.ie,2,36.47
1078,Megan Walsh,student1078@mumail.ie,2,77.78
1079,Adam Quinn,student1079@mumail.ie,2,88.65
1080,Leo McMahon,student1080@mumail.ie,2,70.06
1081,Conor Kennedy,student1081@mumail.ie,2,52.66
1082,Darragh Kelly,student1082@mumail.ie,2,56.42
1083,Adam Doyle,student1083@mumail.ie,2,62.39
1084,Megan Ryan,student1084@mumail.ie,2,71.96
1085,Megan Kelly,student1085@mumail.ie,2,59.12
1086,Aaliyah Murphy,student1086@mumail.ie,2,65.08
1087,Megan McCarthy,student1087@mumail.ie,2,61.69
1088,Michael Kennedy,student1088@mumail.ie,2,59.31
1089,Aaron McCarthy,student1089@mumail.ie,2,59.86
1090,Darragh Ryan,student1090@mumail.ie,2,76.65
1091,Conor Doyle,student1091@mumail.ie,2,57.3
1092,Kate Kennedy,student1092@mumail.ie,2,12.81
1093,Kate Murphy,student1093@mumail.ie,2,71.74
1094,Abdula Walsh,student1094@mumail.ie,2,71.6
1095,Ciara Ryan,student1095@mumail.ie,2,0.0
1096,Alex Kennedy,student1096@mumail.ie,2,63.68
1097,Killian Smith,student1097@mumail.ie,2,0.0
1098,Adam Moran,student1098@mumail.ie,2,68.02
1099,Michael Moran,student1099@mumail.ie,2,66.33
