student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,12,86.84
1001,Ben Murphy,student1001@mumail.ie,12,59.79
1002,Megan McCarthy,student1002@mumail.ie,12,63.73
1003,Darragh McCarthy,student1003@mumail.ie,12,58.81
1004,Megan Sheehan,student1004@mumail.ie,12,70.53
1005,Darragh Kennedy,student1005@mumail.ie,12,70.65
1006,Kate Doyle,student1006@mumail.ie,12,48.01
1007,Aaron Sheehan,student1007@mumail.ie,12,57.3
1008,Michael Ryan,student1008@mumail.ie,12,59.08
1009,Ciara Byrne,student1009@mumail.ie,12,58.14
1010,Aaron Boyle,student1010@mumail.ie,12,66.56
1011,Kate Kelly,student1011@mumail.ie,12,74.53
1012,Adam McMahon,student1012@mumail.ie,12,49.18
1013,Ben Kelly,student1013@mumail.ie,12,43.35
1014,Ciara Quinn,student1014@mumail.ie,12,65.94
1015,Ciara Sheehan,student1015@mumail.ie,12,82.82
1016,Kate Walsh,student1016@mumail.ie,12,68.48
1017,Megan Doyle,student1017@mumail.ie,12,95.24
1018,Darragh Walsh,student1018@mumail.ie,12,68.64
1019,Abdula McMahon,student1019@mumail.ie,12,57.6
1020,Darragh Ryan,student1020@mumail.ie,12,74.16
1021,Alex McMahon,student1021@mumail.ie,12,81.55
1022,Adam Moran,student1022@mumail.ie,12,53.09
1023,Abdula Boyle,student1023@mumail.ie,12,77.65
1024,Megan Doyle,student1024@mumail.ie,12,73.06
1025,Darragh Doyle,student1025@mumail.ie,12,0.0
1026,Darragh Moran,student1026@mumail.ie,12,0.0
1027,Aaron Kelly,student1027@mumail.ie,12,83.59
1028,Michael Walsh,student1028@mumail.ie,12,63.42
1029,Abdula Murphy,student1029@mumail.ie,12,51.15
1030,Abdula Murphy,student1030@mumail.ie,12,49.74
1031,Leo Quinn,student1031@mumail.ie,12,82.86
1032,Ciara Boyle,student1032@mumail.ie,12,65.57
1033,Aaliyah Doyle,student1033@mumail.ie,12,67.13
1034,Killian Kennedy,student1034@mumail.ie,12,47.93
1035,Aaron McMahon,student1035@mumail.ie,12,64.9
1036,Aaron McCarthy,student1036@mumail.ie,12,67.74
1037,Adam Sheehan,student1037@mumail.ie,12,66.85
1038,Adam Byrne,student1038@mumail.ie,12,66.47
1039,Aaron Walsh,student1039@mumail.ie,12,68.43
1040,Ciara Doyle,student1040@mumail.ie,12,33.7
1041,Megan Boyle,student1041@mumail.ie,12,94.92
1042,Adam Quinn,student1042@mumail.ie,12,71.54
1043,Ciara Murphy,student1043@mumail.ie,12,67.29
1044,Aaron Smith,student1044@mumail.ie,12,61.48
1045,Megan Sheehan,student1045@mumail.ie,12,75.24
1046,Ben Quinn,student1046@mumail.ie,12,64.2
1047,Megan Boyle,student1047@mumail.ie,12,39.03
1048,Aaron Walsh,student1048@mumail.ie,12,68.78
1049,Aaron McCarthy,student1049@mumail.ie,12,62.36
1050,Megan Doyle,student1050@mumail.ie,12,77.92
1051,Conor McCarthy,student1051@mumail.ie,12,71.5
1052,Killian Sheehan,student1052@mumail.ie,12,67.19
1053,Kate Moran,student1053@mumail.ie,12,69.75
1054,Conor Sheehan,student1054@mumail.ie,12,78.5
1055,Aaliyah McCarthy,student1055@mumail.ie,12,33.67
1056,Killian McCarthy,student1056@mumail.ie,12,64.7
1057,Michael McMahon,student1057@mumail.ie,12,66.13
1058,Darragh Doyle,student1058@mumail.ie,12,92.59
1059,Leo Ryan,student1059@mumail.ie,12,74.74
1060,Alex McMahon,student1060@mumail.ie,12,91.48
1061,Darragh McMahon,student1061@mumail.ie,12,0.0
1062,Leo McCarthy,student1062@mumail.ie,12,0.0
1063,Michael Sheehan,student1063@mumail.ie,12,91.0
1064,Kate Quinn,student1064@mumail.ie,12,0.0
1065,Alex Byrne,student1065@mumail.ie,12,79.74
1066,Michael Sheehan,student1066@mumail.ie,12,64.66
1067,Megan Quinn,student1067@mumail.ie,12,90.2
1068,Megan Smith,student1068@mumail.ie,12,51.7
1069,Ciara Kelly,student1069@mumail.ie,12,0.0
1070,Conor Walsh,student1070@mumail.ie,12,0.0
1071,Darragh Murphy,student1071@mumail.ie,12,59.39
1072,Aaliyah Sheehan,student1072@mumail.ie,12,0.0
1073,Alex Doyle,student1073@mumail.ie,12,60.88
1074,Killian Walsh,student1074@mumail.ie,12,72.26
1075,Aaron Walsh,student1075@mumail.ie,12,68.08
1076,Michael Sheehan,student1076@mumail.ie,12,78.11
1077,Adam Smith,student1077@mumail.ie,12,57.85
1078,Megan Walsh,student1078@mumail.ie,12,80.52
1079,Adam Quinn,student1079@mumail.ie,12,65.51
1080,Leo McMahon,student1080@mumail.ie,12,0.0
1081,Conor Kennedy,student1081@mumail.ie,12,59.39
1082,Darragh Kelly,student1082@mumail.ie,12,90.38
1083,Adam Doyle,student1083@mumail.ie,12,76.72
1084,Megan Ryan,student1084@mumail.ie,12,60.45
1085,Megan Kelly,student1085@mumail.ie,12,83.42
1086,Aaliyah Murphy,student1086@mumail.ie,12,78.31
1087,Megan McCarthy,student1087@mumail.ie,12,35.98
1088,Michael Kennedy,student1088@mumail.ie,12,75.83
1089,Aaron McCarthy,student1089@mumail.ie,12,0.0
1090,Darragh Ryan,student1090@mumail.ie,12,67.36
1091,Conor Doyle,student1091@mumail.ie,12,62.76
1092,Kate Kennedy,student1092@mumail.ie,12,96.92
1093,Kate Murphy,student1093@mumail.ie,12,61.35
1094,Abdula Walsh,student1094@mumail.ie,12,54.91
1095,Ciara Ryan,student1095@mumail.ie,12,74.21
1096,Alex Kennedy,student1096@mumail.ie,12,58.11
1097,Killian Smith,student1097@mumail.ie,12,49.33
1098,Adam Moran,student1098@mumail.ie,12,50.04
1099,Michael Moran,student1099@mumail.ie,12,79.48
