student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,1,44.41
1001,Ben Murphy,student1001@mumail.ie,1,69.94
1002,Megan McCarthy,student1002@mumail.ie,1,55.79
1003,Darragh McCarthy,student1003@mumail.ie,1,54.37
1004,Megan Sheehan,student1004@mumail.ie,1,69.03
1005,Darragh Kennedy,student1005@mumail.ie,1,92.8
1006,Kate Doyle,student1006@mumail.ie,1,55.55
1007,Aaron Sheehan,student1007@mumail.ie,1,70.71
1008,Michael Ryan,student1008@mumail.ie,1,85.33
1009,Ciara Byrne,student1009@mumail.ie,1,72.53
1010,Aaron Boyle,student1010@mumail.ie,1,75.53
1011,Kate Kelly,student1011@mumail.ie,1,60.93
1012,Adam McMahon,student1012@mumail.ie,1,65.44
1013,Ben Kelly,student1013@mumail.ie,1,50.45
1014,Ciara Quinn,student1014@mumail.ie,1,49.85
1015,Ciara Sheehan,student1015@mumail.ie,1,0.0
1016,Kate Walsh,student1016@mumail.ie,1,40.76
1017,Megan Doyle,student1017@mumail.ie,1,58.37
1018,Darragh Walsh,student1018@mumail.ie,1,61.21
1019,Abdula McMahon,student1019@mumail.ie,1,71.41
1020,Darragh Ryan,student1020@mumail.ie,1,63.91
1021,Alex McMahon,student1021@mumail.ie,1,43.06
1022,Adam Moran,student1022@mumail.ie,1,66.81
1023,Abdula Boyle,student1023@mumail.ie,1,47.4
1024,Megan Doyle,student1024@mumail.ie,1,87.85
1025,Darragh Doyle,student1025@mumail.ie,1,69.48
1026,Darragh Moran,student1026@mumail.ie,1,77.33
1027,Aaron Kelly,student1027@mumail.ie,1,54.45
1028,Michael Walsh,student1028@mumail.ie,1,98.47
1029,Abdula Murphy,student1029@mumail.ie,1,49.06
1030,Abdula Murphy,student1030@mumail.ie,1,0.0
1031,Leo Quinn,student1031@mumail.ie,1,67.67
1032,Ciara Boyle,student1032@mumail.ie,1,76.68
1033,Aaliyah Doyle,student1033@mumail.ie,1,64.61
1034,Killian Kennedy,student1034@mumail.ie,1,69.65
1035,Aaron McMahon,student1035@mumail.ie,1,65.6
1036,Aaron McCarthy,student1036@mumail.ie,1,76.53
1037,Adam Sheehan,student1037@mumail.ie,1,66.21
1038,Adam Byrne,student1038@mumail.ie,1,44.19
1039,Aaron Walsh,student1039@mumail.ie,1,38.25
1040,Ciara Doyle,student1040@mumail.ie,1,66.93
1041,Megan Boyle,student1041@mumail.ie,1,0.0
1042,Adam Quinn,student1042@mumail.ie,1,70.84
1043,Ciara Murphy,student1043@mumail.ie,1,57.44
1044,Aaron Smith,student1044@mumail.ie,1,0.0
1045,Megan Sheehan,student1045@mumail.ie,1,61.38
1046,Ben Quinn,student1046@mumail.ie,1,67.75
1047,Megan Boyle,student1047@mumail.ie,1,0.0
1048,Aaron Walsh,student1048@mumail.ie,1,74.74
1049,Aaron McCarthy,student1049@mumail.ie,1,72.67
1050,Megan Doyle,student1050@mumail.ie,1,99.0
1051,Conor McCarthy,student1051@mumail.ie,1,55.58
1052,Killian Sheehan,student1052@mumail.ie,1,50.59
1053,Kate Moran,student1053@mumail.ie,1,58.53
1054,Conor Sheehan,student1054@mumail.ie,1,35.08
1055,Aaliyah McCarthy,student1055@mumail.ie,1,52.35
1056,Killian McCarthy,student1056@mumail.ie,1,55.62
1057,Michael McMahon,student1057@mumail.ie,1,54.48
1058,Darragh Doyle,student1058@mumail.ie,1,68.5
1059,Leo Ryan,student1059@mumail.ie,1,50.6
1060,Alex McMahon,student1060@mumail.ie,1,58.47
1061,Darragh McMahon,student1061@mumail.ie,1,57.01
1062,Leo McCarthy,student1062@mumail.ie,1,45.87
1063,Michael Sheehan,student1063@mumail.ie,1,47.31
1064,Kate Quinn,student1064@mumail.ie,1,55.65
1065,Alex Byrne,student1065@mumail.ie,1,79.95
1066,Michael Sheehan,student1066@mumail.ie,1,74.25
1067,Megan Quinn,student1067@mumail.ie,1,50.16
1068,Megan Smith,student1068@mumail.ie,1,65.71
1069,Ciara Kelly,student1069@mumail.ie,1,49.33
1070,Conor Walsh,student1070@mumail.ie,1,91.34
1071,Darragh Murphy,student1071@mumail.ie,1,46.83
1072,Aaliyah Sheehan,student1072@mumail.ie,1,50.31
1073,Alex Doyle,student1073@mumail.ie,1,73.5
1074,Killian Walsh,student1074@mumail.ie,1,46.71
1075,Aaron Walsh,student1075@mumail.ie,1,80.03
1076,Michael Sheehan,student1076@mumail.ie,1,47.15
1077,Adam Smith,student1077@mumail.ie,1,70.19
1078,Megan Walsh,student1078@mumail.ie,1,73.94
1079,Adam Quinn,student1079@mumail.ie,1,58.4
1080,Leo McMahon,student1080@mumail.ie,1,84.76
1081,Conor Kennedy,student1081@mumail.ie,1,57.78
1082,Darragh Kelly,student1082@mumail.ie,1,74.23
1083,Adam Doyle,student1083@mumail.ie,1,46.17
1084,Megan Ryan,student1084@mumail.ie,1,83.68
1085,Megan Kelly,student1085@mumail.ie,1,76.73
1086,Aaliyah Murphy,student1086@mumail.ie,1,74.57
1087,Megan McCarthy,student1087@mumail.ie,1,59.53
1088,Michael Kennedy,student1088@mumail.ie,1,60.72
1089,Aaron McCarthy,student1089@mumail.ie,1,84.41
1090,Darragh Ryan,student1090@mumail.ie,1,65.77
1091,Conor Doyle,student1091@mumail.ie,1,46.96
1092,Kate Kennedy,student1092@mumail.ie,1,48.09
1093,Kate Murphy,student1093@mumail.ie,1,58.3
1094,Abdula Walsh,student1094@mumail.ie,1,78.72
1095,Ciara Ryan,student1095@mumail.ie,1,54.82
1096,Alex Kennedy,student1096@mumail.ie,1,28.81
1097,Killian Smith,student1097@mumail.ie,1,70.88
1098,Adam Moran,student1098@mumail.ie,1,72.28
1099,Michael Moran,student1099@mumail.ie,1,38.23
