student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,6,0.0
1001,Ben Murphy,student1001@mumail.ie,6,55.13
1002,Megan McCarthy,student1002@mumail.ie,6,0.0
1003,Darragh McCarthy,student1003@mumail.ie,6,59.32
1004,Megan Sheehan,student1004@mumail.ie,6,47.34
1005,Darragh Kennedy,student1005@mumail.ie,6,84.46
1006,Kate Doyle,student1006@mumail.ie,6,46.25
1007,Aaron Sheehan,student1007@mumail.ie,6,39.98
1008,Michael Ryan,student1008@mumail.ie,6,65.04
1009,Ciara Byrne,student1009@mumail.ie,6,56.04
1010,Aaron Boyle,student1010@mumail.ie,6,69.44
1011,Kate Kelly,student1011@mumail.ie,6,72.05
1012,Adam McMahon,student1012@mumail.ie,6,0.0
1013,Ben Kelly,student1013@mumail.ie,6,67.17
1014,Ciara Quinn,student1014@mumail.ie,6,72.87
1015,Ciara Sheehan,student1015@mumail.ie,6,82.95
1016,Kate Walsh,student1016@mumail.ie,6,80.76
1017,Megan Doyle,student1017@mumail.ie,6,76.78
1018,Darragh Walsh,student1018@mumail.ie,6,85.26
1019,Abdula McMahon,student1019@mumail.ie,6,59.96
1020,Darragh Ryan,student1020@mumail.ie,6,72.15
1021,Alex McMahon,student1021@mumail.ie,6,65.96
1022,Adam Moran,student1022@mumail.ie,6,82.25
1023,Abdula Boyle,student1023@mumail.ie,6,52.35
1024,Megan Doyle,student1024@mumail.ie,6,45.77
1025,Darragh Doyle,student1025@mumail.ie,6,0.0
1026,Darragh Moran,student1026@mumail.ie,6,0.0
1027,Aaron Kelly,student1027@mumail.ie,6,53.2
1028,Michael Walsh,student1028@mumail.ie,6,73.89
1029,Abdula Murphy,student1029@mumail.ie,6,52.72
1030,Abdula Murphy,student1030@mumail.ie,6,70.59
1031,Leo Quinn,student1031@mumail.ie,6,59.85
1032,Ciara Boyle,student1032@mumail.ie,6,41.77
1033,Aaliyah Doyle,student1033@mumail.ie,6,76.45
1034,Killian Kennedy,student1034@mumail.ie,6,62.96
1035,Aaron McMahon,student1035@mumail.ie,6,67.68
1036,Aaron McCarthy,student1036@mumail.ie,6,48.92
1037,Adam Sheehan,student1037@mumail.ie,6,0.0
1038,Adam Byrne,student1038@mumail.ie,6,79.2
1039,Aaron Walsh,student1039@mumail.ie,6,48.35
1040,Ciara Doyle,student1040@mumail.ie,6,51.61
1041,Megan Boyle,student1041@mumail.ie,6,71.23
1042,Adam Quinn,student1042@mumail.ie,6,74.0
1043,Ciara Murphy,student1043@mumail.ie,6,92.44
1044,Aaron Smith,student1044@mumail.ie,6,73.64
1045,Megan Sheehan,student1045@mumail.ie,6,87.57
1046,Ben Quinn,student1046@mumail.ie,6,87.31
1047,Megan Boyle,student1047@mumail.ie,6,76.18
1048,Aaron Walsh,student1048@mumail.ie,6,53.63
1049,Aaron McCarthy,student1049@mumail.ie,6,41.04
1050,Megan Doyle,student1050@mumail.ie,6,29.65
1051,Conor McCarthy,student1051@mumail.ie,6,100.0
1052,Killian Sheehan,student1052@mumail.ie,6,39.11
1053,Kate Moran,student1053@mumail.ie,6,44.34
1054,Conor Sheehan,student1054@mumail.ie,6,50.08
1055,Aaliyah McCarthy,student1055@mumail.ie,6,60.99
1056,Killian McCarthy,student1056@mumail.ie,6,67.74
1057,Michael McMahon,student1057@mumail.ie,6,56.78
1058,Darragh Doyle,student1058@mumail.ie,6,100.0
1059,Leo Ryan,student1059@mumail.ie,6,56.68
1060,Alex McMahon,student1060@mumail.ie,6,0.0
1061,Darragh McMahon,student1061@mumail.ie,6,61.81
1062,Leo McCarthy,student1062@mumail.ie,6,52.5
1063,Michael Sheehan,student1063@mumail.ie,6,66.72
