student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,9,92.78
1001,Ben Murphy,student1001@mumail.ie,9,52.06
1002,Megan McCarthy,student1002@mumail.ie,9,44.99
1003,Darragh McCarthy,student1003@mumail.ie,9,66.4
1004,Megan Sheehan,student1004@mumail.ie,9,0.0
1005,Darragh Kennedy,student1005@mumail.ie,9,82.52
1006,Kate Doyle,student1006@mumail.ie,9,74.55
1007,Aaron Sheehan,student1007@mumail.ie,9,49.31
1008,Michael Ryan,student1008@mumail.ie,9,68.89
1009,Ciara Byrne,student1009@mumail.ie,9,75.24
1010,Aaron Boyle,student1010@mumail.ie,9,60.55
1011,Kate Kelly,student1011@mumail.ie,9,87.05
1012,Adam McMahon,student1012@mumail.ie,9,54.9
1013,Ben Kelly,student1013@mumail.ie,9,82.85
1014,Ciara Quinn,student1014@mumail.ie,9,0.0
1015,Ciara Sheehan,student1015@mumail.ie,9,79.29
1016,Kate Walsh,student1016@mumail.ie,9,78.11
1017,Megan Doyle,student1017@mumail.ie,9,55.24
1018,Darragh Walsh,student1018@mumail.ie,9,59.94
1019,Abdula McMahon,student1019@mumail.ie,9,51.39
1020,Darragh Ryan,student1020@mumail.ie,9,53.54
1021,Alex McMahon,student1021@mumail.ie,9,0.0
1022,Adam Moran,student1022@mumail.ie,9,47.21
1023,Abdula Boyle,student1023@mumail.ie,9,78.95
1024,Megan Doyle,student1024@mumail.ie,9,0.0
1025,Darragh Doyle,student1025@mumail.ie,9,68.12
1026,Darragh Moran,student1026@mumail.ie,9,55.78
1027,Aaron Kelly,student1027@mumail.ie,9,59.19
1028,Michael Walsh,student1028@mumail.ie,9,41.69
1029,Abdula Murphy,student1029@mumail.ie,9,57.61
1030,Abdula Murphy,student1030@mumail.ie,9,57.06
1031,Leo Quinn,student1031@mumail.ie,9,0.0
1032,Ciara Boyle,student1032@mumail.ie,9,66.96
1033,Aaliyah Doyle,student1033@mumail.ie,9,43.22
1034,Killian Kennedy,student1034@mumail.ie,9,47.66
1035,Aaron McMahon,student1035@mumail.ie,9,82.8
1036,Aaron McCarthy,student1036@mumail.ie,9,0.0
1037,Adam Sheehan,student1037@mumail.ie,9,62.32
1038,Adam Byrne,student1038@mumail.ie,9,42.96
1039,Aaron Walsh,student1039@mumail.ie,9,76.15
1040,Ciara Doyle,student1040@mumail.ie,9,76.14
1041,Megan Boyle,student1041@mumail.ie,9,48.28
1042,Adam Quinn,student1042@mumail.ie,9,71.12
1043,Ciara Murphy,student1043@mumail.ie,9,74.08
1044,Aaron Smith,student1044@mumail.ie,9,47.91
1045,Megan Sheehan,student1045@mumail.ie,9,29.69
1046,Ben Quinn,student1046@mumail.ie,9,64.15
1047,Megan Boyle,student1047@mumail.ie,9,77.57
1048,Aaron Walsh,student1048@mumail.ie,9,49.74
1049,Aaron McCarthy,student1049@mumail.ie,9,77.2
1050,Megan Doyle,student1050@mumail.ie,9,59.04
1051,Conor McCarthy,student1051@mumail.ie,9,67.85
1052,Killian Sheehan,student1052@mumail.ie,9,67.88
1053,Kate Moran,student1053@mumail.ie,9,85.41
1054,Conor Sheehan,student1054@mumail.ie,9,88.76
1055,Aaliyah McCarthy,student1055@mumail.ie,9,44.12
1056,Killian McCarthy,student1056@mumail.ie,9,0.0
1057,Michael McMahon,student1057@mumail.ie,9,58.49
1058,Darragh Doyle,student1058@mumail.ie,9,54.42
1059,Leo Ryan,student1059@mumail.ie,9,54.77
1060,Alex McMahon,student1060@mumail.ie,9,87.77
1061,Darragh McMahon,student1061@mumail.ie,9,86.18
1062,Leo McCarthy,student1062@mumail.ie,9,55.45
1063,Michael Sheehan,student1063@mumail.ie,9,80.88
1064,Kate Quinn,student1064@mumail.ie,9,61.76
1065,Alex Byrne,student1065@mumail.ie,9,73.87
1066,Michael Sheehan,student1066@mumail.ie,9,45.01
1067,Megan Quinn,student1067@mumail.ie,9,79.01
1068,Megan Smith,student1068@mumail.ie,9,72.77
1069,Ciara Kelly,student1069@mumail.ie,9,58.96
1070,Conor Walsh,student1070@mumail.ie,9,70.04
1071,Darragh Murphy,student1071@mumail.ie,9,52.99
1072,Aaliyah Sheehan,student1072@mumail.ie,9,0.0
1073,Alex Doyle,student1073@mumail.ie,9,72.93
1074,Killian Walsh,student1074@mumail.ie,9,56.38
1075,Aaron Walsh,student1075@mumail.ie,9,0.0
1076,Michael Sheehan,student1076@mumail.ie,9,60.52
1077,Adam Smith,student1077@mumail.ie,9,55.79
1078,Megan Walsh,student1078@mumail.ie,9,66.43
1079,Adam Quinn,student1079@mumail.ie,9,64.65
1080,Leo McMahon,student1080@mumail.ie,9,59.13
1081,Conor Kennedy,student1081@mumail.ie,9,86.68
1082,Darragh Kelly,student1082@mumail.ie,9,60.07
1083,Adam Doyle,student1083@mumail.ie,9,51.55
1084,Megan Ryan,student1084@mumail.ie,9,72.85
1085,Megan Kelly,student1085@mumail.ie,9,81.39
1086,Aaliyah Murphy,student1086@mumail.ie,9,48.46
1087,Megan McCarthy,student1087@mumail.ie,9,67.64
1088,Michael Kennedy,student1088@mumail.ie,9,86.74
1089,Aaron McCarthy,student1089@mumail.ie,9,63.04
1090,Darragh Ryan,student1090@mumail.ie,9,58.91
1091,Conor Doyle,student1091@mumail.ie,9,60.43
1092,Kate Kennedy,student1092@mumail.ie,9,59.03
1093,Kate Murphy,student1093@mumail.ie,9,56.54
1094,Abdula Walsh,student1094@mumail.ie,9,67.45
1095,Ciara Ryan,student1095@mumail.ie,9,0.0
1096,Alex Kennedy,student1096@mumail.ie,9,91.23
1097,Killian Smith,student1097@mumail.ie,9,45.57
1098,Adam Moran,student1098@mumail.ie,9,77.11
1099,Michael Moran,student1099@mumail.ie,9,72.09
