student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,7,68.54
1001,Ben Murphy,student1001@mumail.ie,7,89.26
1002,Megan McCarthy,student1002@mumail.ie,7,0.0
1003,Darragh McCarthy,student1003@mumail.ie,7,62.5
1004,Megan Sheehan,student1004@mumail.ie,7,71.21
1005,Darragh Kennedy,student1005@mumail.ie,7,91.12
1006,Kate Doyle,student1006@mumail.ie,7,74.18
1007,Aaron Sheehan,student1007@mumail.ie,7,69.48
1008,Michael Ryan,student1008@mumail.ie,7,54.63
1009,Ciara Byrne,student1009@mumail.ie,7,67.8
1010,Aaron Boyle,student1010@mumail.ie,7,56.17
1011,Kate Kelly,student1011@mumail.ie,7,75.89
1012,Adam McMahon,student1012@mumail.ie,7,66.42
1013,Ben Kelly,student1013@mumail.ie,7,80.75
1014,Ciara Quinn,student1014@mumail.ie,7,83.36
1015,Ciara Sheehan,student1015@mumail.ie,7,65.81
1016,Kate Walsh,student1016@mumail.ie,7,56.42
1017,Megan Doyle,student1017@mumail.ie,7,63.98
1018,Darragh Walsh,student1018@mumail.ie,7,66.67
1019,Abdula McMahon,student1019@mumail.ie,7,0.0
1020,Darragh Ryan,student1020@mumail.ie,7,61.95
1021,Alex McMahon,student1021@mumail.ie,7,90.66
1022,Adam Moran,student1022@mumail.ie,7,31.57
1023,Abdula Boyle,student1023@mumail.ie,7,69.51
1024,Megan Doyle,student1024@mumail.ie,7,56.68
1025,Darragh Doyle,student1025@mumail.ie,7,0.0
1026,Darragh Moran,student1026@mumail.ie,7,79.85
1027,Aaron Kelly,student1027@mumail.ie,7,67.46
1028,Michael Walsh,student1028@mumail.ie,7,47.26
1029,Abdula Murphy,student1029@mumail.ie,7,66.17
1030,Abdula Murphy,student1030@mumail.ie,7,67.87
1031,Leo Quinn,student1031@mumail.ie,7,80.75
1032,Ciara Boyle,student1032@mumail.ie,7,41.71
1033,Aaliyah Doyle,student1033@mumail.ie,7,88.99
1034,Killian Kennedy,student1034@mumail.ie,7,54.24
1035,Aaron McMahon,student1035@mumail.ie,7,90.14
1036,Aaron McCarthy,student1036@mumail.ie,7,82.5
1037,Adam Sheehan,student1037@mumail.ie,7,81.55
1038,Adam Byrne,student1038@mumail.ie,7,41.14
