student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,5,71.49
1001,Ben Murphy,student1001@mumail.ie,5,0.0
1002,Megan McCarthy,student1002@mumail.ie,5,66.86
1003,Darragh McCarthy,student1003@mumail.ie,5,47.9
1004,Megan Sheehan,student1004@mumail.ie,5,47.08
1005,Darragh Kennedy,student1005@mumail.ie,5,24.43
1006,Kate Doyle,student1006@mumail.ie,5,53.63
1007,Aaron Sheehan,student1007@mumail.ie,5,72.63
1008,Michael Ryan,student1008@mumail.ie,5,72.64
1009,Ciara Byrne,student1009@mumail.ie,5,55.07
1010,Aaron Boyle,student1010@mumail.ie,5,58.42
1011,Kate Kelly,student1011@mumail.ie,5,81.03
1012,Adam McMahon,student1012@mumail.ie,5,55.84
1013,Ben Kelly,student1013@mumail.ie,5,81.43
1014,Ciara Quinn,student1014@mumail.ie,5,41.2
1015,Ciara Sheehan,student1015@mumail.ie,5,55.95
1016,Kate Walsh,student1016@mumail.ie,5,66.11
1017,Megan Doyle,student1017@mumail.ie,5,43.16
1018,Darragh Walsh,student1018@mumail.ie,5,60.42
1019,Abdula McMahon,student1019@mumail.ie,5,93.56
1020,Darragh Ryan,student1020@mumail.ie,5,66.15
1021,Alex McMahon,student1021@mumail.ie,5,57.86
1022,Adam Moran,student1022@mumail.ie,5,57.07
1023,Abdula Boyle,student1023@mumail.ie,5,0.0
1024,Megan Doyle,student1024@mumail.ie,5,41.5
1025,Darragh Doyle,student1025@mumail.ie,5,83.85
1026,Darragh Moran,student1026@mumail.ie,5,67.41
1027,Aaron Kelly,student1027@mumail.ie,5,52.77
1028,Michael Walsh,student1028@mumail.ie,5,73.9
1029,Abdula Murphy,student1029@mumail.ie,5,78.36
1030,Abdula Murphy,student1030@mumail.ie,5,43.54
1031,Leo Quinn,student1031@mumail.ie,5,77.19
1032,Ciara Boyle,student1032@mumail.ie,5,83.43
1033,Aaliyah Doyle,student1033@mumail.ie,5,76.78
1034,Killian Kennedy,student1034@mumail.ie,5,66.63
1035,Aaron McMahon,student1035@mumail.ie,5,61.48
1036,Aaron McCarthy,student1036@mumail.ie,5,79.68
1037,Adam Sheehan,student1037@mumail.ie,5,78.44
1038,Adam Byrne,student1038@mumail.ie,5,78.46
1039,Aaron Walsh,student1039@mumail.ie,5,58.15
1040,Ciara Doyle,student1040@mumail.ie,5,84.86
1041,Megan Boyle,student1041@mumail.ie,5,0.0
1042,Adam Quinn,student1042@mumail.ie,5,0.0
1043,Ciara Murphy,student1043@mumail.ie,5,70.56
1044,Aaron Smith,student1044@mumail.ie,5,75.97
1045,Megan Sheehan,student1045@mumail.ie,5,0.0
1046,Ben Quinn,student1046@mumail.ie,5,83.0
1047,Megan Boyle,student1047@mumail.ie,5,80.31
1048,Aaron Walsh,student1048@mumail.ie,5,65.96
1049,Aaron McCarthy,student1049@mumail.ie,5,0.0
1050,Megan Doyle,student1050@mumail.ie,5,75.76
