student_id,student_name,email,assessment_number,score
1000,Abdula Murphy,student1000@mumail.ie,3,91.32
1001,Ben Murphy,student1001@mumail.ie,3,67.78
1002,Megan McCarthy,student1002@mumail.ie,3,86.84
1003,Darragh McCarthy,student1003@mumail.ie,3,69.7
1004,Megan Sheehan,student1004@mumail.ie,3,67.93
1005,Darragh Kennedy,student1005@mumail.ie,3,0.0
1006,Kate Doyle,student1006@mumail.ie,3,41.55
1007,Aaron Sheehan,student1007@mumail.ie,3,60.55
1008,Michael Ryan,student1008@mumail.ie,3,93.47
1009,Ciara Byrne,student1009@mumail.ie,3,61.0
1010,Aaron Boyle,student1010@mumail.ie,3,73.04
1011,Kate Kelly,student1011@mumail.ie,3,82.1
1012,Adam McMahon,student1012@mumail.ie,3,38.44
1013,Ben Kelly,student1013@mumail.ie,3,87.25
1014,Ciara Quinn,student1014@mumail.ie,3,57.42
1015,Ciara Sheehan,student1015@mumail.ie,3,0.0
1016,Kate Walsh,student1016@mumail.ie,3,26.29
1017,Megan Doyle,student1017@mumail.ie,3,81.26
1018,Darragh Walsh,student1018@mumail.ie,3,52.82
1019,Abdula McMahon,student1019@mumail.ie,3,37.38
1020,Darragh Ryan,student1020@mumail.ie,3,58.47
1021,Alex McMahon,student1021@mumail.ie,3,87.95
1022,Adam Moran,student1022@mumail.ie,3,69.29
1023,Abdula Boyle,student1023@mumail.ie,3,50.25
1024,Megan Doyle,student1024@mumail.ie,3,75.3
1025,Darragh Doyle,student1025@mumail.ie,3,83.78
1026,Darragh Moran,student1026@mumail.ie,3,67.43
1027,Aaron Kelly,student1027@mumail.ie,3,67.37
1028,Michael Walsh,student1028@mumail.ie,3,29.96
1029,Abdula Murphy,student1029@mumail.ie,3,76.78
1030,Abdula Murphy,student1030@mumail.ie,3,55.46
1031,Leo Quinn,student1031@mumail.ie,3,61.79
1032,Ciara Boyle,student1032@mumail.ie,3,67.67
1033,Aaliyah Doyle,student1033@mumail.ie,3,49.37
1034,Killian Kennedy,student1034@mumail.ie,3,62.74
1035,Aaron McMahon,student1035@mumail.ie,3,65.4
1036,Aaron McCarthy,student1036@mumail.ie,3,77.64
1037,Adam Sheehan,student1037@mumail.ie,3,76.58
1038,Adam Byrne,student1038@mumail.ie,3,45.05
1039,Aaron Walsh,student1039@mumail.ie,3,70.72
1040,Ciara Doyle,student1040@mumail.ie,3,58.88
1041,Megan Boyle,student1041@mumail.ie,3,46.89
1042,Adam Quinn,student1042@mumail.ie,3,78.29
1043,Ciara Murphy,student1043@mumail.ie,3,0.0
1044,Aaron Smith,student1044@mumail.ie,3,79.23
1045,Megan Sheehan,student1045@mumail.ie,3,56.72
1046,Ben Quinn,student1046@mumail.ie,3,66.52
1047,Megan Boyle,student1047@mumail.ie,3,47.07
1048,Aaron Walsh,student1048@mumail.ie,3,70.6
1049,Aaron McCarthy,student1049@mumail.ie,3,0.0
1050,Megan Doyle,student1050@mumail.ie,3,50.63
1051,Conor McCarthy,student1051@mumail.ie,3,40.05
1052,Killian Sheehan,student1052@mumail.ie,3,76.72
1053,Kate Moran,student1053@mumail.ie,3,72.76
1054,Conor Sheehan,student1054@mumail.ie,3,34.21
1055,Aaliyah McCarthy,student1055@mumail.ie,3,43.99
1056,Killian McCarthy,student1056@mumail.ie,3,50.59
1057,Michael McMahon,student1057@mumail.ie,3,0.0
1058,Darragh Doyle,student1058@mumail.ie,3,81.91
1059,Leo Ryan,student1059@mumail.ie,3,63.18
1060,Alex McMahon,student1060@mumail.ie,3,66.33
1061,Darragh McMahon,student1061@mumail.ie,3,70.11
1062,Leo McCarthy,student1062@mumail.ie,3,49.43
1063,Michael Sheehan,student1063@mumail.ie,3,75.7
1064,Kate Quinn,student1064@mumail.ie,3,68.86
1065,Alex Byrne,student1065@mumail.ie,3,58.64
1066,Michael Sheehan,student1066@mumail.ie,3,0.0
1067,Megan Quinn,student1067@mumail.ie,3,0.0
1068,Megan Smith,student1068@mumail.ie,3,41.88
1069,Ciara Kelly,student1069@mumail.ie,3,0.0
1070,Conor Walsh,student1070@mumail.ie,3,0.0
1071,Darragh Murphy,student1071@mumail.ie,3,0.0
1072,Aaliyah Sheehan,student1072@mumail.ie,3,67.2
1073,Alex Doyle,student1073@mumail.ie,3,71.03
1074,Killian Walsh,student1074@mumail.ie,3,60.18
1075,Aaron Walsh,student1075@mumail.ie,3,0.0
